#m_1	m_2	CGcoefficient
-1	2	0.0337241507
-1	3	0.2289625853
-1	4	0.3786547159
-1	5	0.4505076075
-1	6	0.431327095
-1	7	0.3311586419
-1	8	0.1822475299
0	-8	0.2733712948
0	-7	0.4261923853
0	-6	0.468231939
0	-5	0.3927011955
0	-4	0.2256215277
0	-3	0.0139624126
0	-2	-0.1881043252
0	-1	-0.3318017708
0	0	-0.38365905
0	1	-0.3318017708
0	2	-0.1881043252
0	3	0.0139624126
0	4	0.2256215277
0	5	0.3927011955
0	6	0.468231939
0	7	0.4261923853
0	8	0.2733712948
1	-8	0.1822475299
1	-7	0.3311586419
1	-6	0.431327095
1	-5	0.4505076075
1	-4	0.3786547159
1	-3	0.2289625853
1	-2	0.0337241507
1	-1	-0.163135677
1	0	-0.3154233442
1	1	-0.3845614245
1	2	-0.3486312053
1	3	-0.2092133365
1	4	0.0053298076
1	5	0.2414779771
1	6	0.4283988153
1	7	0.4931654744
1	8	0.3831380097
2	-8	0.1131864693
2	-7	0.2341061912
2	-6	0.3497700789
2	-5	0.4277601867
2	-4	0.4422534559
2	-3	0.3807431246
2	-2	0.2476508519
2	-1	0.0647257555
2	0	-0.1318283187
2	1	-0.297330752
2	2	-0.3872830539
2	3	-0.3679862389
2	4	-0.2280219353
2	5	0.0110042401
2	6	0.2868061579
2	7	0.495315552
2	8	0.5000947239
3	-8	0.0649168923
3	-7	0.1504604061
3	-6	0.2528954714
3	-5	0.3515374482
3	-4	0.4220337383
3	-3	0.4418824178
3	-2	0.3959031651
3	-1	0.2810024688
3	0	0.109465053
3	1	-0.0900113282
3	2	-0.2743254965
3	3	-0.391820416
3	4	-0.3927758439
3	5	-0.2453934961
3	6	0.041732502
3	7	0.3889824075
3	8	0.6001136687
4	-8	0.0338319127
4	-7	0.0869254401
4	-6	0.1623358956
4	-5	0.2522204535
4	-4	0.3423269226
4	-3	0.4138223931
4	-2	0.4463216666
4	-1	0.4219767713
4	0	0.3303088619
4	1	0.1732958466
4	2	-0.0299925028
4	3	-0.2402522413
4	4	-0.3978955134
4	5	-0.4287741913
4	6	-0.2608465537
4	7	0.1357058094
4	8	0.6397233203
5	-8	0.0155687355
5	-7	0.0440076599
5	-6	0.0905648715
5	-5	0.1556809003
5	-4	0.2354647
5	-3	0.3210126082
5	-2	0.3984358415
5	-1	0.4498567218
5	0	0.4556135719
5	1	0.3979116614
5	2	0.2661570593
5	3	0.0642101124
5	4	-0.1802047811
5	5	-0.4036964482
5	6	-0.4927746223
5	7	-0.2665513834
5	8	0.5436602822
6	-8	0.0059838911
6	-7	0.0185095357
6	-6	0.0417451564
6	-5	0.0788955739
6	-4	0.1318954516
6	-3	0.2003925298
6	-2	0.2806807115
6	-1	0.36472344
6	0	0.4394548698
6	1	0.4866277804
6	2	0.4836145764
6	3	0.4058234267
6	4	0.231933403
6	5	-0.0454858826
6	6	-0.3970333336
6	7	-0.693033597
6	8	0.0
7	-8	0.0016688275
7	-7	0.0056284285
7	-6	0.0138631594
7	-5	0.0286994665
7	-4	0.052799339
7	-3	0.0888745309
7	-2	0.1392396301
7	-1	0.2051802879
7	0	0.2861102418
7	1	0.3784882737
7	2	0.4744601604
7	3	0.5601723873
7	4	0.6136381052
7	5	0.6017216678
7	6	0.4734320765
7	7	0.0
7	8	0.0
